filename	read_id	run_id	channel	mux	start_time	duration	template_start	template_duration	sequence_length_template	mean_qscore_template	barcode	alignment_genome	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_direction	alignment_length	alignment_num_aligned	alignment_num_correct	alignment_num_insertions	alignment_num_deletions	alignment_num_substitutions	alignment_mapq	alignment_strand_coverage	alignment_identity	alignment_accuracy	alignment_bed_hits
PBE64913_skip_063df7c3_28887eb2_40.pod5	ef1c7113-394e-47f9-bd38-b1cb58e22358	28887eb2dd71b2d61668f65dd373b08db80b7c51	898	3	28366.9	2.132	28367.1	1.968	742	26.735	unclassified	chr5	7713453	7714188	0	734	+	736	733	730	1	2	3	60	0.989218	0.995907	0.991848	0
PBE64913_skip_063df7c3_28887eb2_40.pod5	f077e915-64d5-4749-b770-d5e43f502246	28887eb2dd71b2d61668f65dd373b08db80b7c51	1968	1	28360.3	2.564	28360.4	2.472	1004	32.3394	unclassified	chrX	32828352	32829360	0	1004	-	1008	1004	1003	0	4	1	60	1	0.999004	0.99504	0
PBE64913_skip_063df7c3_28887eb2_40.pod5	25a06718-7535-4a86-a6c5-c297ea0dd9f9	28887eb2dd71b2d61668f65dd373b08db80b7c51	2289	1	28371.2	1.8992	28371.4	1.752	800	25.9214	unclassified	chr9	16682572	16683374	0	800	+	802	800	798	0	2	2	60	1	0.9975	0.995012	0
PBE64913_skip_063df7c3_28887eb2_40.pod5	bc16cb97-2419-4361-8dc8-f6a67c5be43e	28887eb2dd71b2d61668f65dd373b08db80b7c51	916	2	28363.7	2.2748	28363.8	2.1156	895	30.5872	unclassified	chr13	53918778	53919663	8	895	-	887	885	884	2	0	1	60	0.991061	0.99887	0.996618	0
PBE64913_skip_063df7c3_28887eb2_40.pod5	f180881b-8b7a-466d-af83-cb67a782dc70	28887eb2dd71b2d61668f65dd373b08db80b7c51	2368	1	28360.4	1.9932	28360.4	1.9912	1087	21.4523	unclassified	chr2	201673084	201674120	36	1075	+	1040	1035	1033	4	1	2	60	0.955842	0.998068	0.993269	0
PBE64913_skip_063df7c3_28887eb2_40.pod5	8415e440-64e3-4314-b1cf-feeed897c7a9	28887eb2dd71b2d61668f65dd373b08db80b7c51	1595	1	28363.3	3.3908	28363.5	3.2628	1346	25.7575	unclassified	chr3	192448431	192449771	0	1341	+	1341	1340	1339	1	0	1	60	0.996285	0.999254	0.998509	0
PBE64913_skip_063df7c3_28887eb2_40.pod5	d9e315f5-4975-4489-9db3-70f2240c25df	28887eb2dd71b2d61668f65dd373b08db80b7c51	2432	1	28369.3	2.7056	28369.5	2.5536	919	39.5609	unclassified	chr9	15973950	15974869	0	919	+	919	919	916	0	0	3	60	1	0.996736	0.996736	0
PBE64913_skip_063df7c3_28887eb2_40.pod5	23e1a115-fb9d-4d0b-b578-d4d82113abb8	28887eb2dd71b2d61668f65dd373b08db80b7c51	2395	1	28365.7	4.2428	28365.8	4.1388	1698	24.7819	unclassified	chr3	140842705	140844397	5	1698	-	1696	1689	1684	4	3	5	60	0.997055	0.99704	0.992925	0
PBE64913_skip_063df7c3_28887eb2_40.pod5	8eea1e67-6ca0-45b0-8a30-7849d29846b6	28887eb2dd71b2d61668f65dd373b08db80b7c51	1888	2	28368.9	3.998	28369.1	3.8364	1471	24.6853	unclassified	chr5	71880150	71881605	18	1471	-	1455	1453	1452	0	2	1	60	0.987763	0.999312	0.997938	0
PBE64913_skip_063df7c3_28887eb2_40.pod5	8b2f6788-0e70-495a-9244-5215a69f6e55	28887eb2dd71b2d61668f65dd373b08db80b7c51	917	1	28366.9	3.1266	28366.9	3.1246	1095	36.0142	unclassified	chr1	28557784	28558852	0	1063	-	1068	1063	1063	0	5	0	60	0.970776	1	0.995318	0
PBE64913_skip_063df7c3_28887eb2_40.pod5	80024643-2744-4aa8-a65f-b5156218245b	28887eb2dd71b2d61668f65dd373b08db80b7c51	2863	1	28368.6	1.7802	28368.6	1.7782	784	10.4442	unclassified	chr9	28161067	28161815	10	747	-	763	722	663	15	26	59	60	0.940051	0.918283	0.868938	0
PBE64913_skip_063df7c3_28887eb2_40.pod5	689772f4-a80b-446d-9275-27533ca46579	28887eb2dd71b2d61668f65dd373b08db80b7c51	2632	3	28367.1	4.5452	28367.3	4.3788	1707	25.4153	unclassified	chrX	55488344	55490039	7	1701	+	1695	1694	1690	0	1	4	60	0.992384	0.997639	0.99705	0
PBE64913_skip_063df7c3_28887eb2_40.pod5	37af3b1d-bceb-4b76-97f0-2b9cd84b01e6	28887eb2dd71b2d61668f65dd373b08db80b7c51	813	1	28359.9	2.8494	28359.9	2.8474	644	3.34535	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
