filename	read_id	run_id	channel	mux	start_time	duration	template_start	template_duration	sequence_length_template	mean_qscore_template	barcode	alignment_genome	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_direction	alignment_length	alignment_num_aligned	alignment_num_correct	alignment_num_insertions	alignment_num_deletions	alignment_num_substitutions	alignment_mapq	alignment_strand_coverage	alignment_identity	alignment_accuracy	alignment_bed_hits
PBE28937_skip_2b89ea88_3b9ca4f8_8.pod5	5ff399e9-4ad8-41a1-a1aa-9ccbcda14eaa	3b9ca4f88a42f77bab4ca6ec1b82bfcac9de0ade	1772	1	7206.4	1.9988	7206.4	1.9968	425	2.77902	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBE28937_skip_2b89ea88_3b9ca4f8_8.pod5	a8b242fb-0368-4c1e-a5c6-47ab39721333	3b9ca4f88a42f77bab4ca6ec1b82bfcac9de0ade	399	3	7199.42	2.0716	7199.42	2.0696	404	2.48192	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBE28937_skip_2b89ea88_3b9ca4f8_8.pod5	25a519fb-52a6-4dc9-b506-a65860126359	3b9ca4f88a42f77bab4ca6ec1b82bfcac9de0ade	2615	1	7202.85	1.459	7202.85	1.457	366	18.7749	unclassified	chr9	92382776	92383137	6	366	-	361	360	360	0	1	0	60	0.983607	1	0.99723	0
PBE28937_skip_2b89ea88_3b9ca4f8_8.pod5	0e437f58-0a4e-4036-8415-e0c5840ab42c	3b9ca4f88a42f77bab4ca6ec1b82bfcac9de0ade	2189	3	7204.77	1.5224	7204.89	1.404	432	33.0266	unclassified	chr21	8996364	8996787	0	423	+	423	423	412	0	0	11	60	0.979167	0.973995	0.973995	0
PBE28937_skip_2b89ea88_3b9ca4f8_8.pod5	8e46b1da-fef4-4b10-b5db-86d6e27cbfee	3b9ca4f88a42f77bab4ca6ec1b82bfcac9de0ade	716	1	7209.33	2.762	7209.49	2.5956	987	40.8636	unclassified	chr4	47531697	47532678	6	987	-	981	981	981	0	0	0	60	0.993921	1	1	0
PBE28937_skip_2b89ea88_3b9ca4f8_8.pod5	36db3281-dbd2-42c7-9f34-354666a72ff9	3b9ca4f88a42f77bab4ca6ec1b82bfcac9de0ade	550	3	7207.35	3.254	7207.47	3.1404	1586	32.2775	unclassified	chr7	126591696	126593278	6	1586	-	1583	1579	1575	1	3	4	60	0.996217	0.997467	0.994946	0
PBE28937_skip_2b89ea88_3b9ca4f8_8.pod5	f5deb7a3-15d9-4d0e-85d0-4bb1d4791650	3b9ca4f88a42f77bab4ca6ec1b82bfcac9de0ade	898	2	7203.85	2.1988	7203.85	2.1968	494	2.67971	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBE28937_skip_2b89ea88_3b9ca4f8_8.pod5	1a382d35-5605-43e4-bc0f-accd634c2647	3b9ca4f88a42f77bab4ca6ec1b82bfcac9de0ade	1772	1	7201.43	1.8356	7201.43	1.8336	379	2.86643	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBE28937_skip_2b89ea88_3b9ca4f8_8.pod5	541a1b37-83c8-4897-8032-8517be54dcc5	3b9ca4f88a42f77bab4ca6ec1b82bfcac9de0ade	978	1	7203.85	6.7824	7203.85	6.7804	1372	2.88732	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBE28937_skip_2b89ea88_3b9ca4f8_8.pod5	aedc6d1c-32a6-4575-b352-d90496070278	3b9ca4f88a42f77bab4ca6ec1b82bfcac9de0ade	1150	1	7204.75	4.8296	7204.85	4.7376	1961	30.9752	unclassified	chr9	132320686	132322641	9	1961	-	1959	1948	1947	4	7	1	60	0.995411	0.999487	0.993874	0
PBE28937_skip_2b89ea88_3b9ca4f8_8.pod5	61aa7ad8-beac-4cbd-a90a-8ce52beb87ed	3b9ca4f88a42f77bab4ca6ec1b82bfcac9de0ade	2615	1	7205.43	1.874	7205.44	1.872	579	32.5417	unclassified	chr9	92381878	92382450	6	579	-	573	572	572	1	0	0	60	0.989637	1	0.998255	0
PBE28937_skip_2b89ea88_3b9ca4f8_8.pod5	6560f812-d779-4a30-80b3-e39aceb67c7e	3b9ca4f88a42f77bab4ca6ec1b82bfcac9de0ade	891	4	7195.97	4.6016	7195.97	4.5996	953	2.75062	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBE28937_skip_2b89ea88_3b9ca4f8_8.pod5	52c6a119-1805-465d-ba11-e0168f28e7d6	3b9ca4f88a42f77bab4ca6ec1b82bfcac9de0ade	2831	2	7198.64	3.8912	7198.65	3.8892	754	2.58189	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBE28937_skip_2b89ea88_3b9ca4f8_8.pod5	cf94a177-9cc9-4ead-888d-b7bf36e2319b	3b9ca4f88a42f77bab4ca6ec1b82bfcac9de0ade	764	2	7196.8	4.777	7196.8	4.775	1094	2.41056	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBE28937_skip_2b89ea88_3b9ca4f8_8.pod5	c12452d3-5928-4313-b1dc-bc3307d6bbdd	3b9ca4f88a42f77bab4ca6ec1b82bfcac9de0ade	1747	4	7201.18	1.3172	7201.18	1.3152	299	2.45251	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBE28937_skip_2b89ea88_3b9ca4f8_8.pod5	179e42ca-30c7-4cab-b6c1-2c02c373080c	3b9ca4f88a42f77bab4ca6ec1b82bfcac9de0ade	661	3	7203.93	4.4694	7203.93	4.4674	1551	8.33389	unclassified	chr4	132649542	132651162	0	1551	-	1669	1502	1391	49	118	111	29	1	0.926099	0.833433	0
PBE28937_skip_2b89ea88_3b9ca4f8_8.pod5	7a875ee4-de63-4765-a585-e2b911c7d051	3b9ca4f88a42f77bab4ca6ec1b82bfcac9de0ade	399	3	7208.78	2.213	7208.78	2.211	445	2.61597	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBE28937_skip_2b89ea88_3b9ca4f8_8.pod5	148cd32d-dee6-4bb7-8a6c-ec7efede4fcb	3b9ca4f88a42f77bab4ca6ec1b82bfcac9de0ade	1869	4	7208.35	3.0234	7208.35	3.0214	776	4.80736	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBE28937_skip_2b89ea88_3b9ca4f8_8.pod5	70e66b69-e3f2-4a31-8caf-9d3ec90edf59	3b9ca4f88a42f77bab4ca6ec1b82bfcac9de0ade	716	1	7193.6	15.542	7193.71	15.4308	6124	28.7281	unclassified	chr2	106097027	106103145	4	6124	-	6123	6115	6089	5	3	26	60	0.999347	0.995748	0.994447	0
PBE28937_skip_2b89ea88_3b9ca4f8_8.pod5	225dc5f0-d099-4093-a989-f4e918601e87	3b9ca4f88a42f77bab4ca6ec1b82bfcac9de0ade	2159	4	7182.6	17.4824	7182.71	17.37	6606	34.0453	unclassified	chr5	146169258	146175857	8	6606	-	6614	6583	6572	15	16	11	60	0.998789	0.998329	0.99365	0
PBE28937_skip_2b89ea88_3b9ca4f8_8.pod5	4988599b-399a-497a-b3d3-dfdd447fd23c	3b9ca4f88a42f77bab4ca6ec1b82bfcac9de0ade	882	4	7201.12	8.1056	7201.26	7.974	3313	24.7001	unclassified	chr2	19264193	19267499	6	3313	-	3315	3298	3291	9	8	7	60	0.998189	0.997877	0.99276	0
PBE28937_skip_2b89ea88_3b9ca4f8_8.pod5	6e2098cf-62a7-454e-ab84-87eb25218ec2	3b9ca4f88a42f77bab4ca6ec1b82bfcac9de0ade	2688	2	7191.73	15.1982	7191.73	15.1962	5946	23.8367	unclassified	chr4	18510826	18516738	5	5908	-	5922	5893	5884	10	19	9	60	0.992768	0.998473	0.993583	0
