filename	read_id	run_id	channel	mux	start_time	duration	template_start	template_duration	sequence_length_template	mean_qscore_template	barcode	alignment_genome	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_direction	alignment_length	alignment_num_aligned	alignment_num_correct	alignment_num_insertions	alignment_num_deletions	alignment_num_substitutions	alignment_mapq	alignment_strand_coverage	alignment_identity	alignment_accuracy	alignment_bed_hits
PBC68281_skip_005c8e05_8a23e469_75.pod5	574e2e56-b246-4224-8ad3-c53c2d312485	8a23e469c315776043a099148a67107fc45d7c61	333	2	125431	1.3256	125431	1.3236	310	2.83667	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBC68281_skip_005c8e05_8a23e469_75.pod5	636bce68-c8b6-41bb-b7dc-7d764111d802	8a23e469c315776043a099148a67107fc45d7c61	563	1	125571	2.7876	125571	2.7856	665	3.68493	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBC68281_skip_005c8e05_8a23e469_75.pod5	c5f44edd-788e-4ca0-bfe5-66dbce9a6c5f	8a23e469c315776043a099148a67107fc45d7c61	1056	3	125438	1.8596	125438	1.8576	501	5.28838	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBC68281_skip_005c8e05_8a23e469_75.pod5	0f0a8cc7-2fba-4731-a2d3-c946532c7b14	8a23e469c315776043a099148a67107fc45d7c61	2116	2	125481	1.4498	125481	1.4478	403	2.36662	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBC68281_skip_005c8e05_8a23e469_75.pod5	0de65f30-2344-4fd3-8345-69bb8bf46355	8a23e469c315776043a099148a67107fc45d7c61	1866	3	125450	1.4906	125450	1.4886	386	2.95538	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBC68281_skip_005c8e05_8a23e469_75.pod5	8045a5f5-ce3c-4aa3-aea2-cc735ff417d8	8a23e469c315776043a099148a67107fc45d7c61	1489	3	125435	3.793	125435	3.791	804	3.14798	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBC68281_skip_005c8e05_8a23e469_75.pod5	90aa6c6f-f3d5-4cbe-8ba1-3211d91cf8b3	8a23e469c315776043a099148a67107fc45d7c61	2116	2	125570	1.4526	125570	1.4506	372	3.40477	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBC68281_skip_005c8e05_8a23e469_75.pod5	f0285151-e7cd-4782-bcbf-bf8f416df0b3	8a23e469c315776043a099148a67107fc45d7c61	563	1	125569	1.7528	125569	1.7508	441	3.12009	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBC68281_skip_005c8e05_8a23e469_75.pod5	73c6fda5-cf57-4dcf-93e9-279d8abb848b	8a23e469c315776043a099148a67107fc45d7c61	563	1	125478	1.2954	125478	1.2934	329	3.36695	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBC68281_skip_005c8e05_8a23e469_75.pod5	2c3581f7-1233-48e5-a492-c04b83b8e079	8a23e469c315776043a099148a67107fc45d7c61	1882	1	125538	2.664	125538	2.662	693	6.92498	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBC68281_skip_005c8e05_8a23e469_75.pod5	1fb5fb3b-6e1b-4e8c-834e-b52340d67d21	8a23e469c315776043a099148a67107fc45d7c61	2116	2	125534	1.4354	125534	1.4334	411	2.99999	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
