filename	read_id	run_id	channel	mux	start_time	duration	template_start	template_duration	sequence_length_template	mean_qscore_template	barcode	alignment_genome	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_direction	alignment_length	alignment_num_aligned	alignment_num_correct	alignment_num_insertions	alignment_num_deletions	alignment_num_substitutions	alignment_mapq	alignment_strand_coverage	alignment_identity	alignment_accuracy	alignment_bed_hits
PBE65548_skip_cadb6549_ad795773_135.pod5	b2920990-7612-4535-a81b-cda553ea7069	ad79577363ae350d286155344b9e1b0cb5f3459e	2884	4	258095	1.688	258095	1.686	384	2.97363	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBE65548_skip_cadb6549_ad795773_135.pod5	eb5339da-f774-4d16-a0d4-be8043e65bfe	ad79577363ae350d286155344b9e1b0cb5f3459e	1781	1	257729	2.35	257729	2.348	580	2.88731	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBE65548_skip_cadb6549_ad795773_135.pod5	b26d9500-b550-4269-a94f-5f6c3f6700ce	ad79577363ae350d286155344b9e1b0cb5f3459e	1781	1	258204	1.5706	258204	1.5686	405	3.43363	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBE65548_skip_cadb6549_ad795773_135.pod5	7d0b58fb-5c86-4a96-ae2f-f0527d2b5ad1	ad79577363ae350d286155344b9e1b0cb5f3459e	1781	1	258298	1.5816	258298	1.5796	407	2.96061	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBE65548_skip_cadb6549_ad795773_135.pod5	906588ae-0740-4eaf-9ddf-e7de61f9e971	ad79577363ae350d286155344b9e1b0cb5f3459e	1781	1	257938	2.6464	257938	2.6444	615	3.70475	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBE65548_skip_cadb6549_ad795773_135.pod5	16d99eb0-d21b-48c1-80ae-00d3290a4e9d	ad79577363ae350d286155344b9e1b0cb5f3459e	2884	4	258237	1.6688	258237	1.6668	350	2.70037	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBE65548_skip_cadb6549_ad795773_135.pod5	ecf838af-54d5-4d0e-adf8-5a5d6ed365ff	ad79577363ae350d286155344b9e1b0cb5f3459e	1781	1	258245	1.7596	258245	1.7576	398	3.01322	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBE65548_skip_cadb6549_ad795773_135.pod5	b3cb462c-af50-4be1-9df7-5ea1cfc4661c	ad79577363ae350d286155344b9e1b0cb5f3459e	1102	4	257703	1.5348	257703	1.5328	336	3.01562	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBE65548_skip_cadb6549_ad795773_135.pod5	ecb4d0f2-e3cb-4bf0-b609-5c14ab4267c6	ad79577363ae350d286155344b9e1b0cb5f3459e	948	4	258168	1.4376	258168	1.4356	347	2.42471	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBE65548_skip_cadb6549_ad795773_135.pod5	4c471074-a022-447b-a6e8-e4deff3e88db	ad79577363ae350d286155344b9e1b0cb5f3459e	1098	3	257729	6.7378	257729	6.7358	1499	2.66946	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBE65548_skip_cadb6549_ad795773_135.pod5	e5cc89ed-db9a-4f68-9913-392ea6295807	ad79577363ae350d286155344b9e1b0cb5f3459e	1102	4	257575	1.6144	257575	1.6124	322	2.06526	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBE65548_skip_cadb6549_ad795773_135.pod5	4bc6a514-4668-4465-82cc-008f3c3a199f	ad79577363ae350d286155344b9e1b0cb5f3459e	1102	4	257980	2.3816	257980	2.3796	1020	28.6165	unclassified	chr8	108713564	108714584	0	1017	+	1021	1016	1015	1	4	1	60	0.997059	0.999016	0.994123	0
PBE65548_skip_cadb6549_ad795773_135.pod5	137645cb-885d-42de-af15-780e836eabbe	ad79577363ae350d286155344b9e1b0cb5f3459e	2637	1	258343	1.7168	258343	1.7148	336	2.12143	unclassified	chr21	46135726	46135853	91	229	+	143	122	112	16	5	10	1	0.410714	0.918033	0.783217	0
PBE65548_skip_cadb6549_ad795773_135.pod5	f13c1a73-3e14-4f27-87af-fce040a5c1cd	ad79577363ae350d286155344b9e1b0cb5f3459e	1102	4	257692	1.3676	257692	1.3656	262	2.34977	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
