filename	read_id	run_id	channel	mux	start_time	duration	template_start	template_duration	sequence_length_template	mean_qscore_template	barcode	alignment_genome	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_direction	alignment_length	alignment_num_aligned	alignment_num_correct	alignment_num_insertions	alignment_num_deletions	alignment_num_substitutions	alignment_mapq	alignment_strand_coverage	alignment_identity	alignment_accuracy	alignment_bed_hits
PBE25638_skip_873b4ebd_a0d787db_139.pod5	34136277-c8ad-4b29-aac8-3423c37f0126	a0d787db021a56fb511c873173417fd72e8840ce	1131	2	162602	151.486	162602	151.367	56315	30.1947	unclassified	chr9	1708184	1764549	0	56310	+	56389	56286	56251	24	79	35	60	0.999911	0.999378	0.997553	0
PBE25638_skip_873b4ebd_a0d787db_139.pod5	66d873b8-dc55-4714-81d0-1bf70174d7c4	a0d787db021a56fb511c873173417fd72e8840ce	1159	2	162603	151.212	162603	151.21	33186	2.8255	unclassified	chr10	5381509	5381575	27989	28054	+	67	64	60	1	2	4	1	0.00195866	0.9375	0.895522	0
PBE25638_skip_873b4ebd_a0d787db_139.pod5	071375d6-19f9-4c94-80ac-c4b700d0529d	a0d787db021a56fb511c873173417fd72e8840ce	1285	3	163351	129.898	163351	129.896	31644	30.1736	unclassified	chrY	10327558	10359169	5	31613	-	31642	31577	31545	31	34	32	3	0.998862	0.998987	0.996934	0
PBE25638_skip_873b4ebd_a0d787db_139.pod5	78e9051c-13b2-4984-adba-c27d44c335bd	a0d787db021a56fb511c873173417fd72e8840ce	1211	1	162954	132.104	162954	132.102	52127	25.5807	unclassified	chr2	189022284	189074411	7	52107	-	52219	52008	51874	92	119	134	60	0.999482	0.997423	0.993393	0
PBE25638_skip_873b4ebd_a0d787db_139.pod5	0f6dab97-33e6-4f3d-b432-aec9e222bd3d	a0d787db021a56fb511c873173417fd72e8840ce	1321	2	162165	277.8	162165	277.643	80424	27.7197	unclassified	chr7	52212701	52293150	0	80414	+	80566	80297	80055	117	152	242	60	0.999876	0.996986	0.993657	0
PBE25638_skip_873b4ebd_a0d787db_139.pod5	5207acb6-1ff5-4b64-8c42-ffc39d711803	a0d787db021a56fb511c873173417fd72e8840ce	1285	3	163205	135.669	163206	135.426	34121	21.9986	unclassified	chr1	196540610	196574637	0	34115	+	34192	33950	33845	165	77	105	60	0.999824	0.996907	0.989851	0
PBE25638_skip_873b4ebd_a0d787db_139.pod5	ca24649c-755e-4c37-b4fb-00fe951965d6	a0d787db021a56fb511c873173417fd72e8840ce	1776	1	162477	123.642	162477	123.64	28329	14.0232	unclassified	chr7	17528788	17555115	0	28297	-	28343	26281	26231	2016	46	50	60	0.99887	0.998097	0.925484	0
PBE25638_skip_873b4ebd_a0d787db_139.pod5	23e9eac3-7000-4e53-bb0d-95e1eab41acb	a0d787db021a56fb511c873173417fd72e8840ce	1193	3	162499	235.174	162499	234.98	52501	28.4601	unclassified	chr16	8437456	8489882	0	52489	+	52548	52367	52258	122	59	109	60	0.999771	0.997919	0.994481	0
PBE25638_skip_873b4ebd_a0d787db_139.pod5	371835b3-3f2d-4251-8ff5-8fec6ddbeb1f	a0d787db021a56fb511c873173417fd72e8840ce	1642	3	162465	140.761	162466	140.574	51428	16.6716	unclassified	chr3	27265514	27316521	0	50985	+	51432	50560	50001	425	447	559	60	0.991386	0.988944	0.972177	0
PBE25638_skip_873b4ebd_a0d787db_139.pod5	b09305e0-c231-44f7-b07d-9e4cc01d353d	a0d787db021a56fb511c873173417fd72e8840ce	1017	1	162298	133.434	162298	133.432	55901	24.0182	unclassified	chr16	88411722	88467594	7	55870	-	56190	55545	55358	318	327	187	60	0.99932	0.996633	0.985193	0
PBE25638_skip_873b4ebd_a0d787db_139.pod5	f3955875-4084-420a-b890-01190221c0ae	a0d787db021a56fb511c873173417fd72e8840ce	1552	4	161871	138.732	161871	138.606	62123	21.7092	unclassified	chrX	35385277	35447495	0	62123	+	62433	61908	61686	215	310	222	60	1	0.996414	0.988035	0
PBE25638_skip_873b4ebd_a0d787db_139.pod5	823a4208-b73c-455d-999b-a99c48438ef3	a0d787db021a56fb511c873173417fd72e8840ce	1756	3	162853	128.92	162853	128.808	48332	25.3097	unclassified	chr18	63196132	63242609	10	48332	-	48377	46422	46353	1900	55	69	60	0.999793	0.998514	0.958162	0
PBE25638_skip_873b4ebd_a0d787db_139.pod5	8b4b3392-f453-4d82-9086-8ab94cd464c1	a0d787db021a56fb511c873173417fd72e8840ce	1647	3	162910	76.1172	162910	76.02	29322	31.6408	unclassified	chr6	116025659	116054416	10	29322	-	29331	28738	28720	574	19	18	60	0.999659	0.999374	0.979169	0
PBE25638_skip_873b4ebd_a0d787db_139.pod5	3a8fdc95-25f3-443b-920c-f5d84eb32caf	a0d787db021a56fb511c873173417fd72e8840ce	1321	2	163170	248.752	163170	248.579	86899	28.4509	unclassified	chr3	154066812	154153663	7	86899	-	86996	86747	86557	145	104	190	60	0.999919	0.99781	0.994954	0
PBE25638_skip_873b4ebd_a0d787db_139.pod5	151c13e0-7845-441b-a1b7-a88e02601483	a0d787db021a56fb511c873173417fd72e8840ce	1960	3	162500	208.552	162500	208.405	74636	25.4242	unclassified	chr18	60720722	60795241	5	74636	-	74713	74437	74349	194	82	88	60	0.999933	0.998818	0.995128	0
PBE25638_skip_873b4ebd_a0d787db_139.pod5	d4271d8d-5a89-4e3e-9de9-502588a6f219	a0d787db021a56fb511c873173417fd72e8840ce	1373	4	162670	136.849	162670	136.757	53045	27.4112	unclassified	chr10	125501320	125553138	0	53039	+	53140	51717	51596	1322	101	121	60	0.999887	0.99766	0.970945	0
PBE25638_skip_873b4ebd_a0d787db_139.pod5	0825d6b3-76a6-46f5-92c6-eab395b681b0	a0d787db021a56fb511c873173417fd72e8840ce	1647	3	162986	71.55	162986	71.454	29293	27.7312	unclassified	chr6	116025659	116054417	0	29286	+	29330	28714	28691	572	44	23	60	0.999761	0.999199	0.978213	0
PBE25638_skip_873b4ebd_a0d787db_139.pod5	ba4f65d4-7ffb-4ffd-8a7f-dabfd0e3294c	a0d787db021a56fb511c873173417fd72e8840ce	1159	2	161688	171.203	161688	171.201	36141	2.68152	unclassified	*	-1	-1	-1	-1	*	0	0	0	0	0	0	0	0	0	0	0
PBE25638_skip_873b4ebd_a0d787db_139.pod5	6a7e0a95-25ce-4b47-8d22-d722c560157f	a0d787db021a56fb511c873173417fd72e8840ce	1431	4	163199	210.567	163199	210.565	85723	30.3484	unclassified	chr10	109729440	109821281	25	85716	+	91891	85641	85545	50	6200	96	60	0.999627	0.998879	0.93094	0
PBE25638_skip_873b4ebd_a0d787db_139.pod5	1aa7e014-edc6-4f33-9a3a-4572b1856019	a0d787db021a56fb511c873173417fd72e8840ce	1670	3	162905	161.516	162905	161.351	46495	29.8655	unclassified	chr9	33295912	33342390	0	46495	-	46525	46448	46425	47	30	23	60	1	0.999505	0.997851	0
PBE25638_skip_873b4ebd_a0d787db_139.pod5	0015ca73-1a9b-42a5-81ef-ecddcb03e384	a0d787db021a56fb511c873173417fd72e8840ce	1332	4	162807	128.863	162807	128.861	48150	37.0819	unclassified	chrY	56722526	56770501	5	48115	-	48226	47859	47626	251	116	233	17	0.999169	0.995132	0.987559	0
