filename	read_id	run_id	channel	mux	start_time	duration	template_start	template_duration	sequence_length_template	mean_qscore_template	barcode	alignment_genome	alignment_genome_start	alignment_genome_end	alignment_strand_start	alignment_strand_end	alignment_direction	alignment_length	alignment_num_aligned	alignment_num_correct	alignment_num_insertions	alignment_num_deletions	alignment_num_substitutions	alignment_mapq	alignment_strand_coverage	alignment_identity	alignment_accuracy	alignment_bed_hits
PBE62149_skip_2148354d_8ae7e6cc_67.pod5	6d812912-a55c-45a5-974d-cd8062136824	8ae7e6cc2740dd7ae86db58cfad3369101a68ac4	109	3	52309.7	26.4284	52309.8	26.322	11575	23.9288	unclassified	chr7	132919558	132931146	9	11575	-	11609	11545	11516	21	43	29	60	0.999222	0.997488	0.991989	0
PBE62149_skip_2148354d_8ae7e6cc_67.pod5	8b77e91f-f495-42d3-afaa-a2015f1211ee	8ae7e6cc2740dd7ae86db58cfad3369101a68ac4	2474	3	52309.9	25.8164	52310	25.7172	10060	27.4828	unclassified	chr2	41543599	41553673	7	10060	-	10076	10051	10012	2	23	39	60	0.999304	0.99612	0.993648	0
PBE62149_skip_2148354d_8ae7e6cc_67.pod5	eb24b948-ac79-4d1d-ac5a-a1dc5c404846	8ae7e6cc2740dd7ae86db58cfad3369101a68ac4	2914	1	52320	15.4952	52320.1	15.3984	5856	27.077	unclassified	chr19	33864395	33870257	0	5849	+	5867	5844	5837	5	18	7	60	0.998805	0.998802	0.994887	0
PBE62149_skip_2148354d_8ae7e6cc_67.pod5	7f1b18bf-0b39-4edc-b90b-cd27de864c10	8ae7e6cc2740dd7ae86db58cfad3369101a68ac4	980	1	52303.4	29.9336	52303.6	29.7816	11859	30.8319	unclassified	chr4	14710724	14722572	6	11859	-	11857	11844	11781	9	4	63	60	0.999494	0.994681	0.99359	0
PBE62149_skip_2148354d_8ae7e6cc_67.pod5	f6a842c8-02f8-46f4-8764-89c4cfe29740	8ae7e6cc2740dd7ae86db58cfad3369101a68ac4	2921	3	52301.2	24.9248	52301.3	24.8136	10102	28.8165	unclassified	chr7	62847573	62857674	0	10102	+	10105	10098	10092	4	3	6	60	1	0.999406	0.998713	0
PBE62149_skip_2148354d_8ae7e6cc_67.pod5	45db1355-2a19-4b2a-a338-22d4d01dcf1b	8ae7e6cc2740dd7ae86db58cfad3369101a68ac4	2332	3	52322.7	18.4628	52322.8	18.3228	9289	21.3234	unclassified	chr6	79706420	79715718	8	9289	-	9324	9255	9216	26	43	39	60	0.999139	0.995786	0.988417	0
PBE62149_skip_2148354d_8ae7e6cc_67.pod5	533a4b53-90f3-4c2e-a318-44c5f0f8e527	8ae7e6cc2740dd7ae86db58cfad3369101a68ac4	1090	4	52333.1	8.2196	52333.2	8.1276	3820	25.4815	unclassified	chr20	31808657	31812483	5	3820	-	3828	3813	3808	2	13	5	60	0.998691	0.998689	0.994775	0
PBE62149_skip_2148354d_8ae7e6cc_67.pod5	ecacbf22-95ae-40b9-a6a8-22327c0fdafa	8ae7e6cc2740dd7ae86db58cfad3369101a68ac4	448	1	52272	39.8204	52272	39.8184	17007	11.2439	unclassified	chr6	107032603	107043991	2	11208	-	11573	11021	10584	185	367	437	60	0.658905	0.960348	0.914542	0
PBE62149_skip_2148354d_8ae7e6cc_67.pod5	2e12ded8-616e-45c1-86df-e66886206add	8ae7e6cc2740dd7ae86db58cfad3369101a68ac4	1577	4	52316.5	24.0236	52316.6	23.9064	9817	25.8159	unclassified	chr7	111491595	111501394	2	9813	+	9815	9795	9786	16	4	9	60	0.999389	0.999081	0.997045	0
PBE62149_skip_2148354d_8ae7e6cc_67.pod5	a7a927b1-62c5-48e8-8bfd-547dd88fb070	8ae7e6cc2740dd7ae86db58cfad3369101a68ac4	386	3	52325.4	10.8706	52325.4	10.8686	4694	14.7472	unclassified	chr12	130826779	130831533	4	4654	-	4819	4585	4501	65	169	84	60	0.990626	0.981679	0.934011	0
